epoch,accuracy,loss,val_accuracy,val_loss
54,0.9817777872085571,0.05234336107969284,0.9902222156524658,0.021283339709043503
55,0.9804444313049316,0.05588533729314804,0.992888867855072,0.023439666256308556
56,0.9793333411216736,0.05383329093456268,0.9937777519226074,0.01593458093702793
57,0.9822221994400024,0.053796663880348206,0.9937777519226074,0.018123125657439232
58,0.981333315372467,0.05238310247659683,0.9902222156524658,0.02583201415836811
59,0.9877777695655823,0.03953728824853897,0.9937777519226074,0.01783071644604206
60,0.9822221994400024,0.0530652180314064,0.9919999837875366,0.020592205226421356
61,0.9848889112472534,0.048309389501810074,0.9937777519226074,0.020280733704566956
62,0.9864444732666016,0.0409952811896801,0.9902222156524658,0.019144365563988686
63,0.9851111173629761,0.043973568826913834,0.9911110997200012,0.024335969239473343
64,0.984666645526886,0.04346334934234619,0.9964444637298584,0.016156980767846107
65,0.9891111254692078,0.039389997720718384,0.9946666955947876,0.014735458418726921
66,0.9851111173629761,0.044263049960136414,0.9946666955947876,0.014452679082751274
67,0.9853333234786987,0.044406957924366,0.9946666955947876,0.022497588768601418
68,0.9851111173629761,0.044835932552814484,0.992888867855072,0.016940316185355186
69,0.988444447517395,0.037475939840078354,0.9902222156524658,0.022243168205022812
70,0.9886666536331177,0.037437502294778824,0.995555579662323,0.01695411093533039
71,0.987333357334137,0.036659665405750275,0.992888867855072,0.023137429729104042
72,0.9875555634498596,0.038999076932668686,0.9937777519226074,0.016545411199331284
73,0.988444447517395,0.03877609595656395,0.9911110997200012,0.022030755877494812
74,0.9855555295944214,0.04495269060134888,0.9946666955947876,0.018924294039607048
75,0.9864444732666016,0.040768738836050034,0.9911110997200012,0.024465376511216164
76,0.9866666793823242,0.03971422463655472,0.9902222156524658,0.025756217539310455
77,0.9893333315849304,0.03646446764469147,0.9946666955947876,0.016894614323973656
78,0.9888888597488403,0.03816185146570206,0.9937777519226074,0.021693376824259758
79,0.9857777953147888,0.03978835418820381,0.9919999837875366,0.01856536604464054
80,0.991777777671814,0.029761850833892822,0.992888867855072,0.015611330047249794
81,0.9882222414016724,0.037524327635765076,0.9902222156524658,0.02959352545440197
